"","Area","Site","Depth_cm","year","month","day","ICP","mean","sd","month2","date_plot","area_site"
"545","non-acidic tundra","Hydric",40,"2022","07","26","Al_ug_mL",0.02,0.017,"July","July-26-2022","non-acidic tundra-Hydric"
"546","non-acidic tundra","Hydric",40,"2022","07","26","Ca_ug_mL",37.433,16.293,"July","July-26-2022","non-acidic tundra-Hydric"
"547","non-acidic tundra","Hydric",40,"2022","07","26","Fe_ug_mL",3.597,1.41,"July","July-26-2022","non-acidic tundra-Hydric"
"548","non-acidic tundra","Hydric",40,"2022","07","26","K_ug_mL",0.22,0.229,"July","July-26-2022","non-acidic tundra-Hydric"
"549","non-acidic tundra","Hydric",40,"2022","07","26","Mg_ug_mL",3.953,1.965,"July","July-26-2022","non-acidic tundra-Hydric"
"550","non-acidic tundra","Hydric",40,"2022","07","26","Mn_ug_mL",0.993,0.647,"July","July-26-2022","non-acidic tundra-Hydric"
"551","non-acidic tundra","Hydric",40,"2022","07","26","Na_ug_mL",0.6,0.21,"July","July-26-2022","non-acidic tundra-Hydric"
"552","non-acidic tundra","Hydric",40,"2022","07","26","P_ug_mL",0.007,0.003,"July","July-26-2022","non-acidic tundra-Hydric"
"553","non-acidic tundra","Hydric",40,"2022","08","07","Al_ug_mL",0.023,0.006,"August","August-07-2022","non-acidic tundra-Hydric"
"554","non-acidic tundra","Hydric",40,"2022","08","07","Ca_ug_mL",36.267,18.597,"August","August-07-2022","non-acidic tundra-Hydric"
"555","non-acidic tundra","Hydric",40,"2022","08","07","Fe_ug_mL",5.223,1.988,"August","August-07-2022","non-acidic tundra-Hydric"
"556","non-acidic tundra","Hydric",40,"2022","08","07","K_ug_mL",0.077,0.021,"August","August-07-2022","non-acidic tundra-Hydric"
"557","non-acidic tundra","Hydric",40,"2022","08","07","Mg_ug_mL",3.797,2.11,"August","August-07-2022","non-acidic tundra-Hydric"
"558","non-acidic tundra","Hydric",40,"2022","08","07","Mn_ug_mL",0.85,0.615,"August","August-07-2022","non-acidic tundra-Hydric"
"559","non-acidic tundra","Hydric",40,"2022","08","07","Na_ug_mL",0.52,0.161,"August","August-07-2022","non-acidic tundra-Hydric"
"560","non-acidic tundra","Hydric",40,"2022","08","07","P_ug_mL",0.005,0,"August","August-07-2022","non-acidic tundra-Hydric"
"561","non-acidic tundra","Hydric",40,"2022","09","23","Al_ug_mL",203.6,287.651,"September","September-23-2022","non-acidic tundra-Hydric"
"562","non-acidic tundra","Hydric",40,"2022","09","23","Ca_ug_mL",58.45,32.88,"September","September-23-2022","non-acidic tundra-Hydric"
"563","non-acidic tundra","Hydric",40,"2022","09","23","Fe_ug_mL",5.85,0.919,"September","September-23-2022","non-acidic tundra-Hydric"
"564","non-acidic tundra","Hydric",40,"2022","09","23","K_ug_mL",0.15,0.071,"September","September-23-2022","non-acidic tundra-Hydric"
"565","non-acidic tundra","Hydric",40,"2022","09","23","Mg_ug_mL",3.4,0.283,"September","September-23-2022","non-acidic tundra-Hydric"
"566","non-acidic tundra","Hydric",40,"2022","09","23","Mn_ug_mL",0.8,0.283,"September","September-23-2022","non-acidic tundra-Hydric"
"567","non-acidic tundra","Hydric",40,"2022","09","23","Na_ug_mL",3.65,4.455,"September","September-23-2022","non-acidic tundra-Hydric"
"568","non-acidic tundra","Hydric",40,"2022","09","23","P_ug_mL",0.05,0,"September","September-23-2022","non-acidic tundra-Hydric"
"569","non-acidic tundra","Mesic",0,"2022","06","29","Al_ug_mL",0.04,0,"June","June-29-2022","non-acidic tundra-Mesic"
"570","non-acidic tundra","Mesic",0,"2022","06","29","Ca_ug_mL",5.32,0.354,"June","June-29-2022","non-acidic tundra-Mesic"
"571","non-acidic tundra","Mesic",0,"2022","06","29","Fe_ug_mL",0.03,0.028,"June","June-29-2022","non-acidic tundra-Mesic"
"572","non-acidic tundra","Mesic",0,"2022","06","29","K_ug_mL",0.085,0.049,"June","June-29-2022","non-acidic tundra-Mesic"
"573","non-acidic tundra","Mesic",0,"2022","06","29","Mg_ug_mL",0.695,0.049,"June","June-29-2022","non-acidic tundra-Mesic"
"574","non-acidic tundra","Mesic",0,"2022","06","29","Mn_ug_mL",0.007,0.005,"June","June-29-2022","non-acidic tundra-Mesic"
"575","non-acidic tundra","Mesic",0,"2022","06","29","Na_ug_mL",0.135,0.007,"June","June-29-2022","non-acidic tundra-Mesic"
"576","non-acidic tundra","Mesic",0,"2022","06","29","P_ug_mL",0.005,0,"June","June-29-2022","non-acidic tundra-Mesic"
"577","non-acidic tundra","Mesic",0,"2022","07","07","Al_ug_mL",0.03,0,"July","July-07-2022","non-acidic tundra-Mesic"
"578","non-acidic tundra","Mesic",0,"2022","07","07","Ca_ug_mL",6.43,0.382,"July","July-07-2022","non-acidic tundra-Mesic"
"579","non-acidic tundra","Mesic",0,"2022","07","07","Fe_ug_mL",0.025,0.007,"July","July-07-2022","non-acidic tundra-Mesic"
"580","non-acidic tundra","Mesic",0,"2022","07","07","K_ug_mL",0.075,0.035,"July","July-07-2022","non-acidic tundra-Mesic"
"581","non-acidic tundra","Mesic",0,"2022","07","07","Mg_ug_mL",0.815,0.078,"July","July-07-2022","non-acidic tundra-Mesic"
"582","non-acidic tundra","Mesic",0,"2022","07","07","Mn_ug_mL",0.003,0,"July","July-07-2022","non-acidic tundra-Mesic"
"583","non-acidic tundra","Mesic",0,"2022","07","07","Na_ug_mL",0.145,0.021,"July","July-07-2022","non-acidic tundra-Mesic"
"584","non-acidic tundra","Mesic",0,"2022","07","07","P_ug_mL",0.005,0,"July","July-07-2022","non-acidic tundra-Mesic"
"585","non-acidic tundra","Mesic",0,"2022","07","12","Al_ug_mL",0.05,0,"July","July-12-2022","non-acidic tundra-Mesic"
"586","non-acidic tundra","Mesic",0,"2022","07","12","Ca_ug_mL",7.78,1.457,"July","July-12-2022","non-acidic tundra-Mesic"
"587","non-acidic tundra","Mesic",0,"2022","07","12","Fe_ug_mL",0.05,0.014,"July","July-12-2022","non-acidic tundra-Mesic"
"588","non-acidic tundra","Mesic",0,"2022","07","12","K_ug_mL",0.06,0.014,"July","July-12-2022","non-acidic tundra-Mesic"
"589","non-acidic tundra","Mesic",0,"2022","07","12","Mg_ug_mL",0.99,0.198,"July","July-12-2022","non-acidic tundra-Mesic"
"590","non-acidic tundra","Mesic",0,"2022","07","12","Mn_ug_mL",0.003,0,"July","July-12-2022","non-acidic tundra-Mesic"
"591","non-acidic tundra","Mesic",0,"2022","07","12","Na_ug_mL",0.195,0.021,"July","July-12-2022","non-acidic tundra-Mesic"
"592","non-acidic tundra","Mesic",0,"2022","07","12","P_ug_mL",0.005,0,"July","July-12-2022","non-acidic tundra-Mesic"
"593","non-acidic tundra","Mesic",0,"2022","07","19","Al_ug_mL",0.04,0,"July","July-19-2022","non-acidic tundra-Mesic"
"594","non-acidic tundra","Mesic",0,"2022","07","19","Ca_ug_mL",7.315,1.365,"July","July-19-2022","non-acidic tundra-Mesic"
"595","non-acidic tundra","Mesic",0,"2022","07","19","Fe_ug_mL",0.04,0.014,"July","July-19-2022","non-acidic tundra-Mesic"
"596","non-acidic tundra","Mesic",0,"2022","07","19","K_ug_mL",0.05,0.014,"July","July-19-2022","non-acidic tundra-Mesic"
"597","non-acidic tundra","Mesic",0,"2022","07","19","Mg_ug_mL",0.965,0.191,"July","July-19-2022","non-acidic tundra-Mesic"
"598","non-acidic tundra","Mesic",0,"2022","07","19","Mn_ug_mL",0.007,0.005,"July","July-19-2022","non-acidic tundra-Mesic"
"599","non-acidic tundra","Mesic",0,"2022","07","19","Na_ug_mL",0.155,0.021,"July","July-19-2022","non-acidic tundra-Mesic"
"600","non-acidic tundra","Mesic",0,"2022","07","19","P_ug_mL",0.005,0,"July","July-19-2022","non-acidic tundra-Mesic"
"601","non-acidic tundra","Mesic",0,"2022","07","26","Al_ug_mL",0.055,0.007,"July","July-26-2022","non-acidic tundra-Mesic"
"602","non-acidic tundra","Mesic",0,"2022","07","26","Ca_ug_mL",7.5,1.131,"July","July-26-2022","non-acidic tundra-Mesic"
"603","non-acidic tundra","Mesic",0,"2022","07","26","Fe_ug_mL",0.04,0.014,"July","July-26-2022","non-acidic tundra-Mesic"
"604","non-acidic tundra","Mesic",0,"2022","07","26","K_ug_mL",0.075,0.021,"July","July-26-2022","non-acidic tundra-Mesic"
"605","non-acidic tundra","Mesic",0,"2022","07","26","Mg_ug_mL",0.97,0.085,"July","July-26-2022","non-acidic tundra-Mesic"
"606","non-acidic tundra","Mesic",0,"2022","07","26","Mn_ug_mL",0.003,0,"July","July-26-2022","non-acidic tundra-Mesic"
"607","non-acidic tundra","Mesic",0,"2022","07","26","Na_ug_mL",0.165,0.021,"July","July-26-2022","non-acidic tundra-Mesic"
"608","non-acidic tundra","Mesic",0,"2022","07","26","P_ug_mL",0.007,0.004,"July","July-26-2022","non-acidic tundra-Mesic"
"609","non-acidic tundra","Mesic",0,"2022","08","07","Al_ug_mL",0.065,0.007,"August","August-07-2022","non-acidic tundra-Mesic"
"610","non-acidic tundra","Mesic",0,"2022","08","07","Ca_ug_mL",7.68,1.372,"August","August-07-2022","non-acidic tundra-Mesic"
"611","non-acidic tundra","Mesic",0,"2022","08","07","Fe_ug_mL",0.105,0.021,"August","August-07-2022","non-acidic tundra-Mesic"
"612","non-acidic tundra","Mesic",0,"2022","08","07","K_ug_mL",0.17,0.057,"August","August-07-2022","non-acidic tundra-Mesic"
"613","non-acidic tundra","Mesic",0,"2022","08","07","Mg_ug_mL",0.99,0.156,"August","August-07-2022","non-acidic tundra-Mesic"
"614","non-acidic tundra","Mesic",0,"2022","08","07","Mn_ug_mL",0.03,0.028,"August","August-07-2022","non-acidic tundra-Mesic"
"615","non-acidic tundra","Mesic",0,"2022","08","07","Na_ug_mL",0.17,0.028,"August","August-07-2022","non-acidic tundra-Mesic"
"616","non-acidic tundra","Mesic",0,"2022","08","07","P_ug_mL",0.01,0,"August","August-07-2022","non-acidic tundra-Mesic"
"617","non-acidic tundra","Mesic",10,"2022","06","29","Al_ug_mL",0.265,0.318,"June","June-29-2022","non-acidic tundra-Mesic"
"618","non-acidic tundra","Mesic",10,"2022","06","29","Ca_ug_mL",5.995,1.28,"June","June-29-2022","non-acidic tundra-Mesic"
"619","non-acidic tundra","Mesic",10,"2022","06","29","Fe_ug_mL",0.12,0.127,"June","June-29-2022","non-acidic tundra-Mesic"
"620","non-acidic tundra","Mesic",10,"2022","06","29","K_ug_mL",0.755,0.856,"June","June-29-2022","non-acidic tundra-Mesic"
"621","non-acidic tundra","Mesic",10,"2022","06","29","Mg_ug_mL",0.73,0.085,"June","June-29-2022","non-acidic tundra-Mesic"
"622","non-acidic tundra","Mesic",10,"2022","06","29","Mn_ug_mL",0.215,0.276,"June","June-29-2022","non-acidic tundra-Mesic"
"623","non-acidic tundra","Mesic",10,"2022","06","29","Na_ug_mL",0.48,0.453,"June","June-29-2022","non-acidic tundra-Mesic"
"624","non-acidic tundra","Mesic",10,"2022","06","29","P_ug_mL",0.017,0.018,"June","June-29-2022","non-acidic tundra-Mesic"
"625","non-acidic tundra","Mesic",10,"2022","07","07","Al_ug_mL",0.03,NA,"July","July-07-2022","non-acidic tundra-Mesic"
"626","non-acidic tundra","Mesic",10,"2022","07","07","Ca_ug_mL",6.15,NA,"July","July-07-2022","non-acidic tundra-Mesic"
"627","non-acidic tundra","Mesic",10,"2022","07","07","Fe_ug_mL",0.02,NA,"July","July-07-2022","non-acidic tundra-Mesic"
"628","non-acidic tundra","Mesic",10,"2022","07","07","K_ug_mL",0.01,NA,"July","July-07-2022","non-acidic tundra-Mesic"
"629","non-acidic tundra","Mesic",10,"2022","07","07","Mg_ug_mL",0.77,NA,"July","July-07-2022","non-acidic tundra-Mesic"
"630","non-acidic tundra","Mesic",10,"2022","07","07","Mn_ug_mL",0.01,NA,"July","July-07-2022","non-acidic tundra-Mesic"
"631","non-acidic tundra","Mesic",10,"2022","07","07","Na_ug_mL",0.11,NA,"July","July-07-2022","non-acidic tundra-Mesic"
"632","non-acidic tundra","Mesic",10,"2022","07","07","P_ug_mL",0.005,NA,"July","July-07-2022","non-acidic tundra-Mesic"
"633","non-acidic tundra","Mesic",10,"2022","07","12","Al_ug_mL",0.035,0.007,"July","July-12-2022","non-acidic tundra-Mesic"
"634","non-acidic tundra","Mesic",10,"2022","07","12","Ca_ug_mL",7.295,0.12,"July","July-12-2022","non-acidic tundra-Mesic"
"635","non-acidic tundra","Mesic",10,"2022","07","12","Fe_ug_mL",0.03,0,"July","July-12-2022","non-acidic tundra-Mesic"
"636","non-acidic tundra","Mesic",10,"2022","07","12","K_ug_mL",0.045,0.021,"July","July-12-2022","non-acidic tundra-Mesic"
"637","non-acidic tundra","Mesic",10,"2022","07","12","Mg_ug_mL",0.94,0,"July","July-12-2022","non-acidic tundra-Mesic"
"638","non-acidic tundra","Mesic",10,"2022","07","12","Mn_ug_mL",0.01,0,"July","July-12-2022","non-acidic tundra-Mesic"
"639","non-acidic tundra","Mesic",10,"2022","07","12","Na_ug_mL",0.135,0.007,"July","July-12-2022","non-acidic tundra-Mesic"
"640","non-acidic tundra","Mesic",10,"2022","07","12","P_ug_mL",0.005,0,"July","July-12-2022","non-acidic tundra-Mesic"
"641","non-acidic tundra","Mesic",10,"2022","07","19","Al_ug_mL",0.54,0.622,"July","July-19-2022","non-acidic tundra-Mesic"
"642","non-acidic tundra","Mesic",10,"2022","07","19","Ca_ug_mL",7.725,1.563,"July","July-19-2022","non-acidic tundra-Mesic"
"643","non-acidic tundra","Mesic",10,"2022","07","19","Fe_ug_mL",0.24,0.269,"July","July-19-2022","non-acidic tundra-Mesic"
"644","non-acidic tundra","Mesic",10,"2022","07","19","K_ug_mL",0.775,0.87,"July","July-19-2022","non-acidic tundra-Mesic"
"645","non-acidic tundra","Mesic",10,"2022","07","19","Mg_ug_mL",1.015,0.177,"July","July-19-2022","non-acidic tundra-Mesic"
"646","non-acidic tundra","Mesic",10,"2022","07","19","Mn_ug_mL",0.122,0.168,"July","July-19-2022","non-acidic tundra-Mesic"
"647","non-acidic tundra","Mesic",10,"2022","07","19","Na_ug_mL",0.455,0.403,"July","July-19-2022","non-acidic tundra-Mesic"
"648","non-acidic tundra","Mesic",10,"2022","07","19","P_ug_mL",0.01,0,"July","July-19-2022","non-acidic tundra-Mesic"
"649","non-acidic tundra","Mesic",10,"2022","07","26","Al_ug_mL",0.09,0.071,"July","July-26-2022","non-acidic tundra-Mesic"
"650","non-acidic tundra","Mesic",10,"2022","07","26","Ca_ug_mL",7.215,0.643,"July","July-26-2022","non-acidic tundra-Mesic"
"651","non-acidic tundra","Mesic",10,"2022","07","26","Fe_ug_mL",0.05,0.014,"July","July-26-2022","non-acidic tundra-Mesic"
"652","non-acidic tundra","Mesic",10,"2022","07","26","K_ug_mL",0.08,0.071,"July","July-26-2022","non-acidic tundra-Mesic"
"653","non-acidic tundra","Mesic",10,"2022","07","26","Mg_ug_mL",0.905,0.106,"July","July-26-2022","non-acidic tundra-Mesic"
"654","non-acidic tundra","Mesic",10,"2022","07","26","Mn_ug_mL",0.003,0,"July","July-26-2022","non-acidic tundra-Mesic"
"655","non-acidic tundra","Mesic",10,"2022","07","26","Na_ug_mL",0.17,0.028,"July","July-26-2022","non-acidic tundra-Mesic"
"656","non-acidic tundra","Mesic",10,"2022","07","26","P_ug_mL",0.005,0,"July","July-26-2022","non-acidic tundra-Mesic"
"657","non-acidic tundra","Mesic",10,"2022","08","07","Al_ug_mL",0.045,0.007,"August","August-07-2022","non-acidic tundra-Mesic"
"658","non-acidic tundra","Mesic",10,"2022","08","07","Ca_ug_mL",7.31,1.4,"August","August-07-2022","non-acidic tundra-Mesic"
"659","non-acidic tundra","Mesic",10,"2022","08","07","Fe_ug_mL",0.04,0.014,"August","August-07-2022","non-acidic tundra-Mesic"
"660","non-acidic tundra","Mesic",10,"2022","08","07","K_ug_mL",0.085,0.007,"August","August-07-2022","non-acidic tundra-Mesic"
"661","non-acidic tundra","Mesic",10,"2022","08","07","Mg_ug_mL",0.935,0.219,"August","August-07-2022","non-acidic tundra-Mesic"
"662","non-acidic tundra","Mesic",10,"2022","08","07","Mn_ug_mL",0.003,0,"August","August-07-2022","non-acidic tundra-Mesic"
"663","non-acidic tundra","Mesic",10,"2022","08","07","Na_ug_mL",0.15,0.014,"August","August-07-2022","non-acidic tundra-Mesic"
"664","non-acidic tundra","Mesic",10,"2022","08","07","P_ug_mL",0.005,0,"August","August-07-2022","non-acidic tundra-Mesic"
"665","non-acidic tundra","Mesic",10,"2022","09","23","Al_ug_mL",2.3,NA,"September","September-23-2022","non-acidic tundra-Mesic"
"666","non-acidic tundra","Mesic",10,"2022","09","23","Ca_ug_mL",9.5,NA,"September","September-23-2022","non-acidic tundra-Mesic"
"667","non-acidic tundra","Mesic",10,"2022","09","23","Fe_ug_mL",2.7,NA,"September","September-23-2022","non-acidic tundra-Mesic"
"668","non-acidic tundra","Mesic",10,"2022","09","23","K_ug_mL",0.4,NA,"September","September-23-2022","non-acidic tundra-Mesic"
"669","non-acidic tundra","Mesic",10,"2022","09","23","Mg_ug_mL",1.2,NA,"September","September-23-2022","non-acidic tundra-Mesic"
"670","non-acidic tundra","Mesic",10,"2022","09","23","Mn_ug_mL",0.9,NA,"September","September-23-2022","non-acidic tundra-Mesic"
"671","non-acidic tundra","Mesic",10,"2022","09","23","Na_ug_mL",0.4,NA,"September","September-23-2022","non-acidic tundra-Mesic"
"672","non-acidic tundra","Mesic",10,"2022","09","23","P_ug_mL",0.05,NA,"September","September-23-2022","non-acidic tundra-Mesic"
"673","non-acidic tundra","Mesic",20,"2022","06","29","Al_ug_mL",0.08,NA,"June","June-29-2022","non-acidic tundra-Mesic"
"674","non-acidic tundra","Mesic",20,"2022","06","29","Ca_ug_mL",4.46,NA,"June","June-29-2022","non-acidic tundra-Mesic"
"675","non-acidic tundra","Mesic",20,"2022","06","29","Fe_ug_mL",0.55,NA,"June","June-29-2022","non-acidic tundra-Mesic"
"676","non-acidic tundra","Mesic",20,"2022","06","29","K_ug_mL",1.13,NA,"June","June-29-2022","non-acidic tundra-Mesic"
"677","non-acidic tundra","Mesic",20,"2022","06","29","Mg_ug_mL",0.58,NA,"June","June-29-2022","non-acidic tundra-Mesic"
"678","non-acidic tundra","Mesic",20,"2022","06","29","Mn_ug_mL",0.21,NA,"June","June-29-2022","non-acidic tundra-Mesic"
"679","non-acidic tundra","Mesic",20,"2022","06","29","Na_ug_mL",0.27,NA,"June","June-29-2022","non-acidic tundra-Mesic"
"680","non-acidic tundra","Mesic",20,"2022","06","29","P_ug_mL",0.15,NA,"June","June-29-2022","non-acidic tundra-Mesic"
"681","non-acidic tundra","Mesic",20,"2022","07","07","Al_ug_mL",0.067,0.023,"July","July-07-2022","non-acidic tundra-Mesic"
"682","non-acidic tundra","Mesic",20,"2022","07","07","Ca_ug_mL",8.457,3.588,"July","July-07-2022","non-acidic tundra-Mesic"
"683","non-acidic tundra","Mesic",20,"2022","07","07","Fe_ug_mL",0.257,0.206,"July","July-07-2022","non-acidic tundra-Mesic"
"684","non-acidic tundra","Mesic",20,"2022","07","07","K_ug_mL",0.373,0.133,"July","July-07-2022","non-acidic tundra-Mesic"
"685","non-acidic tundra","Mesic",20,"2022","07","07","Mg_ug_mL",1.093,0.456,"July","July-07-2022","non-acidic tundra-Mesic"
"686","non-acidic tundra","Mesic",20,"2022","07","07","Mn_ug_mL",0.227,0.255,"July","July-07-2022","non-acidic tundra-Mesic"
"687","non-acidic tundra","Mesic",20,"2022","07","07","Na_ug_mL",0.27,0.082,"July","July-07-2022","non-acidic tundra-Mesic"
"688","non-acidic tundra","Mesic",20,"2022","07","07","P_ug_mL",0.05,0.036,"July","July-07-2022","non-acidic tundra-Mesic"
"689","non-acidic tundra","Mesic",20,"2022","07","12","Al_ug_mL",0.067,0.015,"July","July-12-2022","non-acidic tundra-Mesic"
"690","non-acidic tundra","Mesic",20,"2022","07","12","Ca_ug_mL",9.567,4.277,"July","July-12-2022","non-acidic tundra-Mesic"
"691","non-acidic tundra","Mesic",20,"2022","07","12","Fe_ug_mL",0.163,0.119,"July","July-12-2022","non-acidic tundra-Mesic"
"692","non-acidic tundra","Mesic",20,"2022","07","12","K_ug_mL",0.097,0.025,"July","July-12-2022","non-acidic tundra-Mesic"
"693","non-acidic tundra","Mesic",20,"2022","07","12","Mg_ug_mL",1.273,0.543,"July","July-12-2022","non-acidic tundra-Mesic"
"694","non-acidic tundra","Mesic",20,"2022","07","12","Mn_ug_mL",0.413,0.44,"July","July-12-2022","non-acidic tundra-Mesic"
"695","non-acidic tundra","Mesic",20,"2022","07","12","Na_ug_mL",0.197,0.035,"July","July-12-2022","non-acidic tundra-Mesic"
"696","non-acidic tundra","Mesic",20,"2022","07","12","P_ug_mL",0.008,0.003,"July","July-12-2022","non-acidic tundra-Mesic"
"697","non-acidic tundra","Mesic",20,"2022","07","19","Al_ug_mL",0.097,0.025,"July","July-19-2022","non-acidic tundra-Mesic"
"698","non-acidic tundra","Mesic",20,"2022","07","19","Ca_ug_mL",9.86,4.627,"July","July-19-2022","non-acidic tundra-Mesic"
"699","non-acidic tundra","Mesic",20,"2022","07","19","Fe_ug_mL",0.32,0.207,"July","July-19-2022","non-acidic tundra-Mesic"
"700","non-acidic tundra","Mesic",20,"2022","07","19","K_ug_mL",0.17,0.132,"July","July-19-2022","non-acidic tundra-Mesic"
"701","non-acidic tundra","Mesic",20,"2022","07","19","Mg_ug_mL",1.35,0.598,"July","July-19-2022","non-acidic tundra-Mesic"
"702","non-acidic tundra","Mesic",20,"2022","07","19","Mn_ug_mL",0.483,0.414,"July","July-19-2022","non-acidic tundra-Mesic"
"703","non-acidic tundra","Mesic",20,"2022","07","19","Na_ug_mL",0.267,0.117,"July","July-19-2022","non-acidic tundra-Mesic"
"704","non-acidic tundra","Mesic",20,"2022","07","19","P_ug_mL",0.01,0,"July","July-19-2022","non-acidic tundra-Mesic"
"705","non-acidic tundra","Mesic",20,"2022","07","26","Al_ug_mL",0.08,0.03,"July","July-26-2022","non-acidic tundra-Mesic"
"706","non-acidic tundra","Mesic",20,"2022","07","26","Ca_ug_mL",9.08,3.31,"July","July-26-2022","non-acidic tundra-Mesic"
"707","non-acidic tundra","Mesic",20,"2022","07","26","Fe_ug_mL",0.487,0.476,"July","July-26-2022","non-acidic tundra-Mesic"
"708","non-acidic tundra","Mesic",20,"2022","07","26","K_ug_mL",0.037,0.006,"July","July-26-2022","non-acidic tundra-Mesic"
"709","non-acidic tundra","Mesic",20,"2022","07","26","Mg_ug_mL",1.183,0.461,"July","July-26-2022","non-acidic tundra-Mesic"
"710","non-acidic tundra","Mesic",20,"2022","07","26","Mn_ug_mL",0.49,0.367,"July","July-26-2022","non-acidic tundra-Mesic"
"711","non-acidic tundra","Mesic",20,"2022","07","26","Na_ug_mL",0.18,0.044,"July","July-26-2022","non-acidic tundra-Mesic"
"712","non-acidic tundra","Mesic",20,"2022","07","26","P_ug_mL",0.007,0.003,"July","July-26-2022","non-acidic tundra-Mesic"
"713","non-acidic tundra","Mesic",20,"2022","08","07","Al_ug_mL",0.093,0.042,"August","August-07-2022","non-acidic tundra-Mesic"
"714","non-acidic tundra","Mesic",20,"2022","08","07","Ca_ug_mL",8.05,0.946,"August","August-07-2022","non-acidic tundra-Mesic"
"715","non-acidic tundra","Mesic",20,"2022","08","07","Fe_ug_mL",0.853,1.084,"August","August-07-2022","non-acidic tundra-Mesic"
"716","non-acidic tundra","Mesic",20,"2022","08","07","K_ug_mL",0.05,0.026,"August","August-07-2022","non-acidic tundra-Mesic"
"717","non-acidic tundra","Mesic",20,"2022","08","07","Mg_ug_mL",1.003,0.093,"August","August-07-2022","non-acidic tundra-Mesic"
"718","non-acidic tundra","Mesic",20,"2022","08","07","Mn_ug_mL",0.457,0.385,"August","August-07-2022","non-acidic tundra-Mesic"
"719","non-acidic tundra","Mesic",20,"2022","08","07","Na_ug_mL",0.18,0.026,"August","August-07-2022","non-acidic tundra-Mesic"
"720","non-acidic tundra","Mesic",20,"2022","08","07","P_ug_mL",0.005,0,"August","August-07-2022","non-acidic tundra-Mesic"
